,rating,title,text,average_rating,rating_number,year,month,day,hour
9129,5,Great serum that really works!,"We are all searching for the fountain of youth! Okay I don't want to look old and wrinkled!  The description very much interested me so I decided I was ready to try it here!!  I've never tried anything from the dead sea and when I read that the product was made within a few miles of the Dead Sea, with no mineral degradation during transport.  I was anxious to give it a try. I try all sorts of things to keep that youthful glow of the skin but I also am selective about what I apply to my skin. Everything was natural here though, and It is not tested on animals, contains NO Alcohol, Sulfate or Parabens and is non- toxic.<br /><br />The product came in a 1.1 fluid ounce moisturizing serum. This product contains Glycerin and essential Dead Sea Minerals, known for their exceptional hydroscopic attributes and as a source of beautifying minerals. I read that in the description and thought what in the world is hydroscopic...so I looked it up.  &#34;Hygroscopy (etymology and pronunciation) is the ability of a substance to attract and hold water molecules from the surrounding environment. This is achieved through either absorption or adsorption with the absorbing or adsorbing substance becoming physically changed somewhat.&#34; They perform synergistically (which means together with) Squalane, Dunaliella Salina Extract, Jojoba Seed Oil and Wheat Protein to help increase the skin's moister levels and diminish water loss for a more vital and glowing overall look. After reading that in the description and researching what some of the terms meant, I decided to put the product to the test.  I have aging sking that is somewhat problematic with large pores and a few minor areas of sagging skin.  I read clearly in the description that Genesea Perfecting Serum helps to disapate the signs of skin aging such as fine lines, wrinkles and sagginess and that you would see effects of the serum in five minutes.<br /><br />I've been using the serum for a good while now sometimes under makeup and every night before going to bed at night on clean dry skin. The serum is of excellent quality with no redness, burning itching or negative side effects. It doesn't react against or burn the skin. I don't have a problem with it leaving my face greasy or shiny and it quickly absorbs into the skin within just a couple of minutes. I notice an immediate firming and suppleness of the skin but no discomfort or a feeling of being too taut. There is no build up or product residue left on the skin at all. This product has a nice smell, light and kind of floral smelling,  but no bad smell at all.  It is quite easy to use with an pump dispenser for the serum. I always prefer a pump dispenser as it keeps the integrity of the product by keeping air and contaminants out.  A little of the serum goes a long way, and the product is lasting a good long time.<br /><br />This product really hydrates my skin and make it look nice and firm almost immediately. This serum  really works and is reducing wrinkles and fine lines I have starting in my skin. The skin on my face looks so much more supple.  It also seems to keep down oiliness and shine off my face. My skin also looks clearer with less break outs and skin problems. I use the serum on clean skin of the face and I let it soak in. I also add the serum all over my face, and under the the throat and jaw line for added firmness and last I add a good moisturizing cream. While I am applying my eye makeup, I let the serums and cream soak in. The face serum contains ingredient that keep your skin smooth and moisturized.<br /><br />It seems to me that the manufacturers of the product have researched and thought out the effects of this product and have provided a great combination of products to promote beautiful skin. So far no complaints or problems and all the products I've tried appear to be working very well for me.",3.1,38,2016,1,18,5
9130,5,Love them,I love them. Great colors and very soft. Easy to use.,3.9,40,2019,12,29,16
9131,5,My new favorite fan brush.,Good for the price. Works great for hightlighting.,3.8,222,2016,7,9,0
9132,5,Great Product,"I really like the Tea Tree Lemon Sage Thickening Shampoo and Conditioner.  I use it for my children's hair to help keep lice away from them since I've read articles that say Tea Tree Oils can help keep lice away.  It smells great, easy to use and the children's hair looks healthy after every use",4.7,1924,2018,9,14,20
9133,5,Exactly what it needs to be,"The cream is thick and efficient. I wiped it on with a face mask applicator for an even application. It spread on smoothly. Product worked perfectly! It made my face a little pink for about an hour, but that is to be expected with these things.",4.0,1107,2020,11,2,8
9134,5,Led light mirror,"Product arrived on time. It works well, as described. The lights are bright, and adjustable.",3.6,15,2016,10,31,11
9135,5,Best brushes,"The brushes just got here and I love them, they're so soft and the beauty blender is so squishy. Love them !!",3.4,9,2017,8,20,18
9136,5,Mouse pad,I like the comfort of the gel pad.,4.7,21,2021,10,6,17
9137,5,Love!!,Great for traveling and cleans easily.  I have the case like this for my brushes as well!,4.7,3064,2022,10,4,23
9138,5,Five Stars,Great bag for the price.,4.4,31,2016,12,3,2
9139,5,Get it!,If your looking for something similar to the dry bar brush crush. Then this is it for a very good price! Works good heats up amazingly . Worth purchasing,4.0,30,2020,1,5,4
9140,5,Love these,I love these lashes. It gives lash extensions,3.2,40,2022,4,15,15
9141,5,Effective product for hand-washing training,I used this for hand washing training. I also purchased a black-light flashlight. It made the training very effective and fun and I had ample product for our group of 15 healthcare workers with plenty of product to use for another training session.,3.6,18,2017,8,18,19
9142,5,Great buy!!,"So happy with the purchase, this is a great value, great quality. For sure I'll be back when I run out.",4.7,147,2019,12,25,1
9143,5,Great stay and protection,"I’m super into sun protection and these are great for outdoor events. Yes, sunscreen is good but sometimes I really want to be sure so I use these patches. I like to do chemical peels and sun is a no-no after. I have the cheek ones and wanted to try and nose ones and they are good. Stayed on all afternoon at the pool and did not irritate my skin. (I didn’t get my face wet). If you wipe and clean off a bit you can reuse and store them on the plastic sheet.",3.8,20,2022,10,12,22
9144,5,💜,Love it and you don’t have to use a lot,4.4,728,2021,8,7,18
9145,5,Great mens lotion for the price,"Ive used this for a month now and am very satisfied with this lotion. I've used pretty much every face lotion from Kiehl's, Lab Series, Anthony Logistics, Rugged and Dapper.... etc. All those lotions are good products as well. For the price of this lotion I will continue to use this compared to those others. For me the retinol concentration is perfect and I've noticed notably smoother skin in a month. I'm 30 years old and have started developing &#34;crows feet&#34; around my eyes. This product has made a noticeable difference so far when applying 2x a day",3.5,37,2018,2,28,12
9146,5,Best hair vitamins I've ever bought!!!,I love this stuff!!!,3.8,65,2016,7,28,4
9147,5,Love it,Love it will buy again,4.3,402,2021,1,22,2
9148,5,"Great handles, amazing value!","These loofah scrubs are AMAZING. I really like the handle on them, and the amount you get. Very affordable price for the value and quality you get. Feels great!",4.1,925,2020,5,12,23
9149,5,Good for price,Perfect size,4.4,12,2021,1,8,3
9150,5,Five Stars,Awesome clips! Thanks,4.3,158,2016,10,5,13
9151,5,Can be used for any and everything!,"I love the amount that you get. I literally can use these for all my household or personal needs. Travel, or just for small products I've made at home for myself. the bottle is small but wide so can fit a lot of liquid and is travel sage and friendly.",4.5,58,2020,12,15,20
9152,5,Husband smells yummy!,Wonderful smell.,5.0,5,2022,8,26,22
9153,5,It's a great way to keep them organized,My sister is a pallet addict. I got her this for Christmas and she loves it. It's a great way to keep them organized!,4.6,1456,2017,6,13,17
9154,5,Five Stars,Great Product!,3.6,96,2017,3,17,23
9155,5,This Holiday limited edition palette it's great! Such a great value,"This Holiday limited edition palette it's great! Such a great value! I Couldn't get my hands on last year's limited edition palette, so i bought this one as soon as i saw it here. Also smells so GOOD! The mascara is very good too, Surely worth it.<br /><br />Great service and packaging (arrived intact), overall very pleased with my order.<br /> ",3.7,30,2015,12,19,20
9156,5,Excellent!,Awesome clippers! They will definitely do the job and worth the money!,4.3,16,2020,7,9,13
9157,5,It'll get the job done,this is perfect.,4.2,142,2022,9,10,8
9158,5,Wow!,Wow! All I can say. I love it.,3.9,125,2021,1,16,22
9159,5,This is the standard by which all other shave soaps are measured,"MWF was one of the first soaps I discovered early on when I returned to DE shaving, and after I figured out how to get it lathered - it’s been a great baseline to use as a comparison point to other vendor’s products.  It is listed as unscented, and with the exception of a lanolin scent - it is.<br />Lather:<br />MWF is known to be difficult to lather.  The trick seems to be dialing in the water amount (usually more than other shave soaps) that it needs to properly lather.  However, once you’ve figured out how to dial it in for your specific water - it is easy to repeat your success in subsequent shaves.  Hint – a good brush makes a WORLD of difference here…  Do I want to take this camping, or use it in the field – No.  Too much work to lather and uses too much water (a heavy resource to pack in).  At home where I have a sink and running water - it’s fine.<br />Slickness:<br />When properly lathered, MWF is one of the slickest soaps I’ve ever used.  For several years I have used it as the baseline when evaluating other shave soaps slickness.  I don’t know if it’s the lanolin, or the extra amount of water required to get it lathered that makes it so slick, but by goodness it works.  The best part is that when properly lathered, the slickness lasts and does not dry out too quickly.  I can lather my entire face at the beginning of my shave, and not be rushed to complete it before the lather dissipates.",4.7,148,2022,2,14,6
9160,5,Hair sticks for sweaters,I crochet sweater shrugs and use the hair sticks for closures instead of buttons. The color match the yarns.,4.3,53,2021,9,16,13
9161,5,Great package and product!,Love all scents.  Bit pricey but worth it!,4.6,41,2019,9,8,4
9162,5,Curls well look natural love,Hair is so worth the price. Curls well look natural love it,3.8,13,2017,9,15,21
9163,5,Best beard shampoo yet!,Absolutely love this stuff. My beard has became softer and shinier and I’ve noticed less breakage. The smell is awesome and it lathers well. Even my beard itch and the few flakes I had have vanished. I’m a long term customer from here on...,4.6,263,2017,12,7,15
9164,5,Love this,Best eyeliner.  Doesn't smudge or run.,4.2,125,2018,12,18,18
9165,5,Love it,Love this scent,4.3,145,2019,3,21,19
9166,5,Nice little Kit!!!!,"Excellent price for everything you get in this little kit. Very good product n I love the stencil eyebrows in 3 different shapes, well worth the cost for my difficult brows. I chose the brown n I really like the color with my blonde hair.",3.5,47,2021,9,9,2
9167,5,Very pleased,Great product for the salon!,4.2,150,2019,2,14,15
